"","X1","ldf_num","phase","condition","partnersExposure","trialnum","score","partnerVocab","targetObjectName","exposureRate","realLabel","method","typedLabel","adjLabel","clickedObject","responseCorrect","partnerSelection","timestamp","duration","testCorrect","trueClickPoints","trueLabelPoints","toBeDropped","appearance","manipFail","usedEnglishLabels"
"64",64,3,"game","100_30","None",10,100,"c(""toma"", ""2002-600.jpg"", ""wuz"", ""2025-600.jpg"", ""zug"", ""2009-600.jpg"", ""rar"", ""2056-600.jpg"", ""weg"", ""2005-600.jpg"", ""kreeb"", ""2001-600.jpg"", ""gazz"", ""2006-600.jpg"")","2002-600.jpg","4","toma","label","toma","toma",NA,1,"2002-600.jpg",15:47:59,3176,1,30,100,0,"Second",0,0
"65",65,3,"game","100_30","None",11,30,"c(""toma"", ""2002-600.jpg"", ""wuz"", ""2025-600.jpg"", ""zug"", ""2009-600.jpg"", ""rar"", ""2056-600.jpg"", ""weg"", ""2005-600.jpg"", ""kreeb"", ""2001-600.jpg"", ""gazz"", ""2006-600.jpg"", ""kager"", ""2023-600.jpg"")","2023-600.jpg","1","kiv","label_click","kager",NA,"kiv",1,"2023-600.jpg",15:48:10,6665,1,30,100,0,"First",0,0
"66",66,3,"game","100_30","None",12,100,"c(""toma"", ""2002-600.jpg"", ""wuz"", ""2025-600.jpg"", ""zug"", ""2009-600.jpg"", ""rar"", ""2056-600.jpg"", ""weg"", ""2005-600.jpg"", ""kreeb"", ""2001-600.jpg"", ""gazz"", ""2006-600.jpg"", ""kager"", ""2023-600.jpg"")","2025-600.jpg","2","wug","label","wuz","wuz",NA,1,"2025-600.jpg",15:48:17,3392,1,30,100,0,"Third",0,0
"67",67,3,"game","100_30","None",13,100,"c(""toma"", ""2002-600.jpg"", ""wuz"", ""2025-600.jpg"", ""zug"", ""2009-600.jpg"", ""rar"", ""2056-600.jpg"", ""weg"", ""2005-600.jpg"", ""kreeb"", ""2001-600.jpg"", ""gazz"", ""2006-600.jpg"", ""kager"", ""2023-600.jpg"")","2006-600.jpg","1","dax","label","gazz","gazz",NA,1,"2006-600.jpg",15:48:23,2368,0,30,100,0,"Second",0,0
"68",68,3,"game","100_30","None",14,30,"c(""toma"", ""2002-600.jpg"", ""wuz"", ""2025-600.jpg"", ""zug"", ""2009-600.jpg"", ""rar"", ""2056-600.jpg"", ""weg"", ""2005-600.jpg"", ""kreeb"", ""2001-600.jpg"", ""gazz"", ""2006-600.jpg"", ""kager"", ""2023-600.jpg"")","2023-600.jpg","1","kiv","click",NA,NA,"kiv",1,"2023-600.jpg",15:48:28,2519,1,30,100,0,"Second",0,0
"69",69,3,"game","100_30","None",15,30,"c(""toma"", ""2002-600.jpg"", ""wuz"", ""2025-600.jpg"", ""zug"", ""2009-600.jpg"", ""rar"", ""2056-600.jpg"", ""weg"", ""2005-600.jpg"", ""kreeb"", ""2001-600.jpg"", ""gazz"", ""2006-600.jpg"", ""kager"", ""2023-600.jpg"")","2009-600.jpg","4","fep","click",NA,NA,"fep",1,"2009-600.jpg",15:48:33,1707,1,30,100,0,"Second",0,0
"70",70,3,"game","100_30","None",16,30,"c(""toma"", ""2002-600.jpg"", ""wuz"", ""2025-600.jpg"", ""zug"", ""2009-600.jpg"", ""rar"", ""2056-600.jpg"", ""weg"", ""2005-600.jpg"", ""kreeb"", ""2001-600.jpg"", ""gazz"", ""2006-600.jpg"", ""kager"", ""2023-600.jpg"")","2056-600.jpg","2","manu","click",NA,NA,"manu",1,"2056-600.jpg",15:48:40,3056,0,30,100,0,"Second",0,0
"71",71,3,"game","100_30","None",17,100,"c(""toma"", ""2002-600.jpg"", ""wuz"", ""2025-600.jpg"", ""zug"", ""2009-600.jpg"", ""rar"", ""2056-600.jpg"", ""weg"", ""2005-600.jpg"", ""kreeb"", ""2001-600.jpg"", ""gazz"", ""2006-600.jpg"", ""kager"", ""2023-600.jpg"")","2006-600.jpg","1","dax","label","gazz","gazz",NA,1,"2006-600.jpg",15:48:44,2057,0,30,100,0,"Third",0,0
"72",72,3,"game","100_30","None",18,30,"c(""toma"", ""2002-600.jpg"", ""wuz"", ""2025-600.jpg"", ""zug"", ""2009-600.jpg"", ""rar"", ""2056-600.jpg"", ""weg"", ""2005-600.jpg"", ""kreeb"", ""2001-600.jpg"", ""gazz"", ""2006-600.jpg"", ""kager"", ""2023-600.jpg"", ""kader"", ""2007-600.jpg"")","2007-600.jpg","1","gazzer","label_click","kader","kager","gazzer",1,"2007-600.jpg",15:48:54,5825,1,30,100,0,"First",0,0
"73",73,3,"game","100_30","None",19,100,"c(""toma"", ""2002-600.jpg"", ""wuz"", ""2025-600.jpg"", ""zug"", ""2009-600.jpg"", ""rar"", ""2056-600.jpg"", ""weg"", ""2005-600.jpg"", ""kreeb"", ""2001-600.jpg"", ""gazz"", ""2006-600.jpg"", ""kager"", ""2023-600.jpg"", ""kader"", ""2007-600.jpg"")","2002-600.jpg","4","toma","label","toma","toma",NA,1,"2002-600.jpg",15:49:01,2880,1,30,100,0,"Third",0,0
"74",74,3,"game","100_30","None",20,30,"c(""toma"", ""2002-600.jpg"", ""wuz"", ""2025-600.jpg"", ""zug"", ""2009-600.jpg"", ""rar"", ""2056-600.jpg"", ""weg"", ""2005-600.jpg"", ""kreeb"", ""2001-600.jpg"", ""gazz"", ""2006-600.jpg"", ""kager"", ""2023-600.jpg"", ""kader"", ""2007-600.jpg"")","2009-600.jpg","4","fep","click",NA,NA,"fep",1,"2009-600.jpg",15:49:06,2351,1,30,100,0,"Third",0,0
"75",75,3,"game","100_30","None",21,30,"c(""toma"", ""2002-600.jpg"", ""wuz"", ""2025-600.jpg"", ""zug"", ""2009-600.jpg"", ""rar"", ""2056-600.jpg"", ""weg"", ""2005-600.jpg"", ""kreeb"", ""2001-600.jpg"", ""gazz"", ""2006-600.jpg"", ""kager"", ""2023-600.jpg"", ""kader"", ""2007-600.jpg"")","2056-600.jpg","2","manu","click",NA,NA,"manu",1,"2056-600.jpg",15:49:10,1930,0,30,100,0,"Third",0,0
"76",76,3,"game","100_30","None",22,30,"c(""toma"", ""2002-600.jpg"", ""wuz"", ""2025-600.jpg"", ""zug"", ""2009-600.jpg"", ""rar"", ""2056-600.jpg"", ""weg"", ""2005-600.jpg"", ""kreeb"", ""2001-600.jpg"", ""gazz"", ""2006-600.jpg"", ""kager"", ""2023-600.jpg"", ""kader"", ""2007-600.jpg"")","2005-600.jpg","2","blicket","click",NA,NA,"blicket",1,"2005-600.jpg",15:49:15,2784,0,30,100,0,"Third",0,0
"77",77,3,"game","100_30","None",23,100,"c(""toma"", ""2002-600.jpg"", ""wuz"", ""2025-600.jpg"", ""zug"", ""2009-600.jpg"", ""rar"", ""2056-600.jpg"", ""weg"", ""2005-600.jpg"", ""kreeb"", ""2001-600.jpg"", ""gazz"", ""2006-600.jpg"", ""kager"", ""2023-600.jpg"", ""kader"", ""2007-600.jpg"")","2007-600.jpg","1","gazzer","label","kader","kader",NA,1,"2007-600.jpg",15:49:21,3048,1,30,100,0,"Second",0,0
"78",78,3,"game","100_30","None",24,100,"c(""toma"", ""2002-600.jpg"", ""wuz"", ""2025-600.jpg"", ""zug"", ""2009-600.jpg"", ""rar"", ""2056-600.jpg"", ""weg"", ""2005-600.jpg"", ""kreeb"", ""2001-600.jpg"", ""gazz"", ""2006-600.jpg"", ""kager"", ""2023-600.jpg"", ""kader"", ""2007-600.jpg"")","2001-600.jpg","4","kreeb","label","kreeb","kreeb",NA,1,"2001-600.jpg",15:49:28,3265,1,30,100,0,"Second",0,0
"79",79,3,"game","100_30","None",25,100,"c(""toma"", ""2002-600.jpg"", ""wuz"", ""2025-600.jpg"", ""zug"", ""2009-600.jpg"", ""rar"", ""2056-600.jpg"", ""weg"", ""2005-600.jpg"", ""kreeb"", ""2001-600.jpg"", ""gazz"", ""2006-600.jpg"", ""kager"", ""2023-600.jpg"", ""kader"", ""2007-600.jpg"")","2007-600.jpg","1","gazzer","label","kader","kader",NA,1,"2007-600.jpg",15:49:36,3191,1,30,100,0,"Third",0,0
"80",80,3,"game","100_30","None",26,30,"c(""toma"", ""2002-600.jpg"", ""wuz"", ""2025-600.jpg"", ""zug"", ""2009-600.jpg"", ""rar"", ""2056-600.jpg"", ""weg"", ""2005-600.jpg"", ""kreeb"", ""2001-600.jpg"", ""gazz"", ""2006-600.jpg"", ""kager"", ""2023-600.jpg"", ""kader"", ""2007-600.jpg"")","2023-600.jpg","1","kiv","click",NA,NA,"kiv",1,"2023-600.jpg",15:49:42,1992,1,30,100,0,"Third",0,0
"81",81,3,"game","100_30","None",27,100,"c(""toma"", ""2002-600.jpg"", ""wuz"", ""2025-600.jpg"", ""zug"", ""2009-600.jpg"", ""rar"", ""2056-600.jpg"", ""weg"", ""2005-600.jpg"", ""kreeb"", ""2001-600.jpg"", ""gazz"", ""2006-600.jpg"", ""kager"", ""2023-600.jpg"", ""kader"", ""2007-600.jpg"")","2001-600.jpg","4","kreeb","label","kreeb","kreeb",NA,1,"2001-600.jpg",15:49:48,3488,1,30,100,0,"Third",0,0
"82",82,4,"game","100_30","None",1,30,"character(0)","2006-600.jpg","1","manu","click",NA,NA,"manu",1,"2006-600.jpg",12:44:54,6551,0,30,100,0,"First",0,0
"83",83,4,"game","100_30","None",2,30,"character(0)","2023-600.jpg","4","fep","click",NA,NA,"fep",1,"2023-600.jpg",12:45:02,2752,1,30,100,0,"First",0,0
"84",84,4,"game","100_30","None",3,30,"character(0)","2001-600.jpg","4","gazzer","click",NA,NA,"gazzer",1,"2001-600.jpg",12:45:11,2257,0,30,100,0,"First",0,0
"85",85,4,"game","100_30","None",4,30,"character(0)","2002-600.jpg","2","dax","click",NA,NA,"dax",1,"2002-600.jpg",12:45:17,2149,0,30,100,0,"First",0,0
"86",86,4,"game","100_30","None",5,30,"character(0)","2023-600.jpg","4","fep","click",NA,NA,"fep",1,"2023-600.jpg",12:45:22,1772,1,30,100,0,"Second",0,0
"87",87,4,"game","100_30","None",6,30,"character(0)","2025-600.jpg","2","toma","click",NA,NA,"toma",1,"2025-600.jpg",12:45:27,1642,0,30,100,0,"First",0,0
"88",88,4,"game","100_30","None",7,30,"character(0)","2001-600.jpg","4","gazzer","click",NA,NA,"gazzer",1,"2001-600.jpg",12:45:33,1757,0,30,100,0,"Second",0,0
"89",89,4,"game","100_30","None",8,30,"character(0)","2056-600.jpg","2","kreeb","click",NA,NA,"kreeb",1,"2056-600.jpg",12:45:42,4035,0,30,100,0,"First",0,0
"90",90,4,"game","100_30","None",9,30,"character(0)","2025-600.jpg","2","toma","click",NA,NA,"toma",1,"2025-600.jpg",12:45:49,4656,0,30,100,0,"Second",0,0
"91",91,4,"game","100_30","None",10,30,"character(0)","2056-600.jpg","2","kreeb","click",NA,NA,"kreeb",1,"2056-600.jpg",12:46:01,7756,0,30,100,0,"Second",0,0
"92",92,4,"game","100_30","None",11,30,"character(0)","2007-600.jpg","4","wug","click",NA,NA,"wug",1,"2007-600.jpg",12:46:05,1450,1,30,100,0,"First",0,0
"93",93,4,"game","100_30","None",12,30,"character(0)","2001-600.jpg","4","gazzer","click",NA,NA,"gazzer",1,"2001-600.jpg",12:46:10,1859,0,30,100,0,"Third",0,0
"94",94,4,"game","100_30","None",13,30,"character(0)","2009-600.jpg","1","kiv","click",NA,NA,"kiv",1,"2009-600.jpg",12:46:15,1805,0,30,100,0,"First",0,0
"95",95,4,"game","100_30","None",14,30,"character(0)","2025-600.jpg","2","toma","click",NA,NA,"toma",1,"2025-600.jpg",12:46:20,3060,0,30,100,0,"Third",0,0
"96",96,4,"game","100_30","None",15,30,"c(""f"", ""2023-600.jpg"")","2023-600.jpg","4","fep","label_click","f","fep","fep",1,"2023-600.jpg",12:46:28,5374,1,30,100,0,"Third",0,0
"97",97,4,"game","100_30","None",16,30,"c(""f"", ""2023-600.jpg"", ""s"", ""2005-600.jpg"")","2005-600.jpg","1","blicket","label_click","s","f","blicket",1,"2005-600.jpg",12:46:33,3786,0,30,100,0,"First",0,0
"98",98,4,"game","100_30","None",17,0,"c(""f"", ""2023-600.jpg"", ""s"", ""2005-600.jpg"")","2006-600.jpg","1","manu","label","x","s",NA,0,"2005-600.jpg",12:46:42,5554,0,30,100,0,"Second",0,0
"99",99,4,"game","100_30","None",18,30,"c(""f"", ""2023-600.jpg"", ""s"", ""2005-600.jpg"")","2007-600.jpg","4","wug","click",NA,NA,"wug",1,"2007-600.jpg",12:46:53,5850,1,30,100,0,"Second",0,0
"100",100,4,"game","100_30","None",19,30,"c(""f"", ""2023-600.jpg"", ""s"", ""2005-600.jpg"")","2056-600.jpg","2","kreeb","click",NA,NA,"kreeb",1,"2056-600.jpg",12:46:58,2860,0,30,100,0,"Third",0,0
"101",101,4,"game","100_30","None",20,30,"c(""f"", ""2023-600.jpg"", ""s"", ""2005-600.jpg"", ""a"", ""2002-600.jpg"")","2002-600.jpg","2","dax","label_click","a","f","dax",1,"2002-600.jpg",12:47:07,4322,0,30,100,0,"Second",0,0
"102",102,4,"game","100_30","None",21,100,"c(""f"", ""2023-600.jpg"", ""s"", ""2005-600.jpg"", ""a"", ""2002-600.jpg"")","2005-600.jpg","1","blicket","label","s","s",NA,1,"2005-600.jpg",12:47:15,3738,0,30,100,0,"Second",0,0
"103",103,4,"game","100_30","None",22,100,"c(""f"", ""2023-600.jpg"", ""s"", ""2005-600.jpg"", ""a"", ""2002-600.jpg"")","2002-600.jpg","2","dax","label","a","a",NA,1,"2002-600.jpg",12:47:24,3342,0,30,100,0,"Third",0,0
"104",104,4,"game","100_30","None",23,30,"c(""f"", ""2023-600.jpg"", ""s"", ""2005-600.jpg"", ""a"", ""2002-600.jpg"")","2006-600.jpg","1","manu","click",NA,NA,"manu",1,"2006-600.jpg",12:47:32,3957,0,30,100,0,"Third",0,0
"105",105,4,"game","100_30","None",24,30,"c(""f"", ""2023-600.jpg"", ""s"", ""2005-600.jpg"", ""a"", ""2002-600.jpg"", ""y"", ""2009-600.jpg"")","2009-600.jpg","1","kiv","label_click","y","a","kiv",1,"2009-600.jpg",12:47:43,6022,0,30,100,0,"Second",0,0
"106",106,4,"game","100_30","None",25,30,"c(""f"", ""2023-600.jpg"", ""s"", ""2005-600.jpg"", ""a"", ""2002-600.jpg"", ""y"", ""2009-600.jpg"", ""g"", ""2007-600.jpg"")","2007-600.jpg","4","wug","label_click","g","a","wug",1,"2007-600.jpg",12:47:51,4178,1,30,100,0,"Third",0,0
"107",107,4,"game","100_30","None",26,100,"c(""f"", ""2023-600.jpg"", ""s"", ""2005-600.jpg"", ""a"", ""2002-600.jpg"", ""y"", ""2009-600.jpg"", ""g"", ""2007-600.jpg"")","2005-600.jpg","1","blicket","label","s","s",NA,1,"2005-600.jpg",12:47:57,3064,0,30,100,0,"Third",0,0
"108",108,4,"game","100_30","None",27,100,"c(""f"", ""2023-600.jpg"", ""s"", ""2005-600.jpg"", ""a"", ""2002-600.jpg"", ""y"", ""2009-600.jpg"", ""g"", ""2007-600.jpg"")","2009-600.jpg","1","kiv","label","y","y",NA,1,"2009-600.jpg",12:48:04,3602,0,30,100,0,"Third",0,0
"109",109,5,"game","100_30","None",1,0,"character(0)","2056-600.jpg","2","blicket","label","blicket","blicket",NA,0,"2006-600.jpg",15:40:04,79454,1,30,100,0,"First",0,0
"110",110,5,"game","100_30","None",2,0,"character(0)","2009-600.jpg","4","kiv","label","kiv","kiv",NA,0,"2025-600.jpg",15:40:44,32903,1,30,100,0,"First",0,0
"111",111,5,"game","100_30","None",3,0,"character(0)","2023-600.jpg","4","kreeb","label","kreeb","kreeb",NA,0,"2056-600.jpg",15:40:59,9786,1,30,100,0,"First",0,0
"112",112,5,"game","100_30","None",4,0,"character(0)","2025-600.jpg","4","wug","label","wug","wug",NA,0,"2002-600.jpg",15:41:27,18547,1,30,100,0,"First",0,0
"113",113,5,"game","100_30","None",5,30,"character(0)","2006-600.jpg","1","gazzer","click",NA,NA,"gazzer",1,"2006-600.jpg",15:41:34,3135,1,30,100,0,"First",0,0
"114",114,5,"game","100_30","None",6,30,"character(0)","2002-600.jpg","1","manu","click",NA,NA,"manu",1,"2002-600.jpg",15:41:43,2298,1,30,100,0,"First",0,0
"115",115,5,"game","100_30","None",7,30,"character(0)","2056-600.jpg","2","blicket","click",NA,NA,"blicket",1,"2056-600.jpg",15:41:54,3121,1,30,100,0,"Second",0,0
"116",116,5,"game","100_30","None",8,30,"character(0)","2023-600.jpg","4","kreeb","click",NA,NA,"kreeb",1,"2023-600.jpg",15:41:59,2488,1,30,100,0,"Second",0,0
"117",117,5,"game","100_30","None",9,30,"character(0)","2001-600.jpg","2","dax","click",NA,NA,"dax",1,"2001-600.jpg",15:42:05,2138,1,30,100,0,"First",0,0
"118",118,5,"game","100_30","None",10,30,"character(0)","2002-600.jpg","1","manu","click",NA,NA,"manu",1,"2002-600.jpg",15:42:13,5665,1,30,100,0,"Second",0,0
"119",119,5,"game","100_30","None",11,30,"c(""toma"", ""2005-600.jpg"")","2005-600.jpg","1","toma","label_click","toma","toma","toma",1,"2005-600.jpg",15:42:35,16382,1,30,100,0,"First",0,0
"120",120,5,"game","100_30","None",12,30,"c(""toma"", ""2005-600.jpg"", ""dax"", ""2001-600.jpg"")","2001-600.jpg","2","dax","label_click","dax","dax","dax",1,"2001-600.jpg",15:42:48,7945,1,30,100,0,"Second",0,0
"121",121,5,"game","100_30","None",13,30,"c(""toma"", ""2005-600.jpg"", ""dax"", ""2001-600.jpg"", ""kiv"", ""2009-600.jpg"")","2009-600.jpg","4","kiv","label_click","kiv","kiv","kiv",1,"2009-600.jpg",15:43:01,7564,1,30,100,0,"Second",0,0
"122",122,5,"game","100_30","None",14,100,"c(""toma"", ""2005-600.jpg"", ""dax"", ""2001-600.jpg"", ""kiv"", ""2009-600.jpg"")","2005-600.jpg","1","toma","label","toma","toma",NA,1,"2005-600.jpg",15:43:15,9105,1,30,100,0,"Second",0,0
"123",123,5,"game","100_30","None",15,100,"c(""toma"", ""2005-600.jpg"", ""dax"", ""2001-600.jpg"", ""kiv"", ""2009-600.jpg"")","2009-600.jpg","4","kiv","label","kiv","kiv",NA,1,"2009-600.jpg",15:43:28,7658,1,30,100,0,"Third",0,0
"124",124,5,"game","100_30","None",16,30,"c(""toma"", ""2005-600.jpg"", ""dax"", ""2001-600.jpg"", ""kiv"", ""2009-600.jpg"", ""fep"", ""2007-600.jpg"")","2007-600.jpg","2","fep","label_click","fep","fep","fep",1,"2007-600.jpg",15:43:40,7984,1,30,100,0,"First",0,0
"125",125,5,"game","100_30","None",17,30,"c(""toma"", ""2005-600.jpg"", ""dax"", ""2001-600.jpg"", ""kiv"", ""2009-600.jpg"", ""fep"", ""2007-600.jpg"", ""gazzer"", ""2006-600.jpg"")","2006-600.jpg","1","gazzer","label_click","gazzer","gazzer","gazzer",1,"2006-600.jpg",15:43:55,12469,1,30,100,0,"Second",0,0
"126",126,5,"game","100_30","None",18,100,"c(""toma"", ""2005-600.jpg"", ""dax"", ""2001-600.jpg"", ""kiv"", ""2009-600.jpg"", ""fep"", ""2007-600.jpg"", ""gazzer"", ""2006-600.jpg"")","2001-600.jpg","2","dax","label","dax","dax",NA,1,"2001-600.jpg",15:44:11,10708,1,30,100,0,"Third",0,0
"127",127,5,"game","100_30","None",19,100,"c(""toma"", ""2005-600.jpg"", ""dax"", ""2001-600.jpg"", ""kiv"", ""2009-600.jpg"", ""fep"", ""2007-600.jpg"", ""gazzer"", ""2006-600.jpg"")","2007-600.jpg","2","fep","label","fep","fep",NA,1,"2007-600.jpg",15:44:27,12270,1,30,100,0,"Second",0,0
"128",128,5,"game","100_30","None",20,0,"c(""toma"", ""2005-600.jpg"", ""dax"", ""2001-600.jpg"", ""kiv"", ""2009-600.jpg"", ""fep"", ""2007-600.jpg"", ""gazzer"", ""2006-600.jpg"")","2025-600.jpg","4","wug","label","wug","wug",NA,0,"2056-600.jpg",15:44:39,7009,1,30,100,0,"Second",0,0
"129",129,5,"game","100_30","None",21,100,"c(""toma"", ""2005-600.jpg"", ""dax"", ""2001-600.jpg"", ""kiv"", ""2009-600.jpg"", ""fep"", ""2007-600.jpg"", ""gazzer"", ""2006-600.jpg"")","2006-600.jpg","1","gazzer","label","gazzer","gazzer",NA,1,"2006-600.jpg",15:44:56,11711,1,30,100,0,"Third",0,0
"130",130,5,"game","100_30","None",22,0,"c(""toma"", ""2005-600.jpg"", ""dax"", ""2001-600.jpg"", ""kiv"", ""2009-600.jpg"", ""fep"", ""2007-600.jpg"", ""gazzer"", ""2006-600.jpg"")","2023-600.jpg","4","kreeb","label","kreeb","kreeb",NA,0,"2056-600.jpg",15:45:14,14684,1,30,100,0,"Third",0,0
"131",131,5,"game","100_30","None",23,0,"c(""toma"", ""2005-600.jpg"", ""dax"", ""2001-600.jpg"", ""kiv"", ""2009-600.jpg"", ""fep"", ""2007-600.jpg"", ""gazzer"", ""2006-600.jpg"")","2056-600.jpg","2","blicket","label","blicket","blicket",NA,0,"2002-600.jpg",15:45:30,12743,1,30,100,0,"Third",0,0
"132",132,5,"game","100_30","None",24,30,"c(""toma"", ""2005-600.jpg"", ""dax"", ""2001-600.jpg"", ""kiv"", ""2009-600.jpg"", ""fep"", ""2007-600.jpg"", ""gazzer"", ""2006-600.jpg"", ""manu"", ""2002-600.jpg"")","2002-600.jpg","1","manu","label_click","manu","manu","manu",1,"2002-600.jpg",15:45:46,8002,1,30,100,0,"Third",0,0
"133",133,5,"game","100_30","None",25,100,"c(""toma"", ""2005-600.jpg"", ""dax"", ""2001-600.jpg"", ""kiv"", ""2009-600.jpg"", ""fep"", ""2007-600.jpg"", ""gazzer"", ""2006-600.jpg"", ""manu"", ""2002-600.jpg"")","2005-600.jpg","1","toma","label","toma","toma",NA,1,"2005-600.jpg",15:45:58,8050,1,30,100,0,"Third",0,0
"134",134,5,"game","100_30","None",26,30,"c(""toma"", ""2005-600.jpg"", ""dax"", ""2001-600.jpg"", ""kiv"", ""2009-600.jpg"", ""fep"", ""2007-600.jpg"", ""gazzer"", ""2006-600.jpg"", ""manu"", ""2002-600.jpg"", ""wug"", ""2025-600.jpg"")","2025-600.jpg","4","wug","label_click","wug","wug","wug",1,"2025-600.jpg",15:46:10,8698,1,30,100,0,"Third",0,0
"135",135,5,"game","100_30","None",27,100,"c(""toma"", ""2005-600.jpg"", ""dax"", ""2001-600.jpg"", ""kiv"", ""2009-600.jpg"", ""fep"", ""2007-600.jpg"", ""gazzer"", ""2006-600.jpg"", ""manu"", ""2002-600.jpg"", ""wug"", ""2025-600.jpg"")","2007-600.jpg","2","fep","label","fep","fep",NA,1,"2007-600.jpg",15:46:21,8259,1,30,100,0,"Third",0,0
"136",136,6,"game","100_30","None",1,30,"character(0)","2001-600.jpg","2","dax","click",NA,NA,"dax",1,"2001-600.jpg",15:33:21,16805,1,30,100,0,"First",0,0
"137",137,6,"game","100_30","None",2,30,"character(0)","2056-600.jpg","1","toma","click",NA,NA,"toma",1,"2056-600.jpg",15:33:31,4475,1,30,100,0,"First",0,0
"138",138,6,"game","100_30","None",3,30,"character(0)","2005-600.jpg","4","kreeb","click",NA,NA,"kreeb",1,"2005-600.jpg",15:33:37,3074,1,30,100,0,"First",0,0
"139",139,6,"game","100_30","None",4,30,"character(0)","2007-600.jpg","4","manu","click",NA,NA,"manu",1,"2007-600.jpg",15:33:45,5165,1,30,100,0,"First",0,0
"140",140,6,"game","100_30","None",5,30,"character(0)","2025-600.jpg","1","wug","click",NA,NA,"wug",1,"2025-600.jpg",15:33:52,2887,0,30,100,0,"First",0,0
"141",141,6,"game","100_30","None",6,30,"character(0)","2009-600.jpg","2","fep","click",NA,NA,"fep",1,"2009-600.jpg",15:33:59,3765,1,30,100,0,"First",0,0
"142",142,6,"game","100_30","None",7,30,"character(0)","2007-600.jpg","4","manu","click",NA,NA,"manu",1,"2007-600.jpg",15:34:05,2163,1,30,100,0,"Second",0,0
"143",143,6,"game","100_30","None",8,30,"character(0)","2009-600.jpg","2","fep","click",NA,NA,"fep",1,"2009-600.jpg",15:34:11,2644,1,30,100,0,"Second",0,0
"144",144,6,"game","100_30","None",9,30,"character(0)","2002-600.jpg","2","gazzer","click",NA,NA,"gazzer",1,"2002-600.jpg",15:34:17,2109,1,30,100,0,"First",0,0
"145",145,6,"game","100_30","None",10,30,"character(0)","2005-600.jpg","4","kreeb","click",NA,NA,"kreeb",1,"2005-600.jpg",15:34:23,2240,1,30,100,0,"Second",0,0
"146",146,6,"game","100_30","None",11,30,"character(0)","2023-600.jpg","1","blicket","click",NA,NA,"blicket",1,"2023-600.jpg",15:34:29,2311,0,30,100,0,"First",0,0
"147",147,6,"game","100_30","None",12,30,"character(0)","2006-600.jpg","4","kiv","click",NA,NA,"kiv",1,"2006-600.jpg",15:34:35,2606,1,30,100,0,"First",0,0
"148",148,6,"game","100_30","None",13,30,"character(0)","2056-600.jpg","1","toma","click",NA,NA,"toma",1,"2056-600.jpg",15:34:40,2294,1,30,100,0,"Second",0,0
"149",149,6,"game","100_30","None",14,30,"character(0)","2001-600.jpg","2","dax","click",NA,NA,"dax",1,"2001-600.jpg",15:34:49,4983,1,30,100,0,"Second",0,0
"150",150,6,"game","100_30","None",15,30,"character(0)","2007-600.jpg","4","manu","click",NA,NA,"manu",1,"2007-600.jpg",15:34:53,2000,1,30,100,0,"Third",0,0
"151",151,6,"game","100_30","None",16,30,"character(0)","2023-600.jpg","1","blicket","click",NA,NA,"blicket",1,"2023-600.jpg",15:34:58,2047,0,30,100,0,"Second",0,0
"152",152,6,"game","100_30","None",17,30,"character(0)","2001-600.jpg","2","dax","click",NA,NA,"dax",1,"2001-600.jpg",15:35:04,2256,1,30,100,0,"Third",0,0
"153",153,6,"game","100_30","None",18,30,"character(0)","2006-600.jpg","4","kiv","click",NA,NA,"kiv",1,"2006-600.jpg",15:35:09,3554,1,30,100,0,"Second",0,0
"154",154,6,"game","100_30","None",19,30,"character(0)","2009-600.jpg","2","fep","click",NA,NA,"fep",1,"2009-600.jpg",15:35:15,2583,1,30,100,0,"Third",0,0
"155",155,6,"game","100_30","None",20,30,"character(0)","2056-600.jpg","1","toma","click",NA,NA,"toma",1,"2056-600.jpg",15:35:20,2434,1,30,100,0,"Third",0,0
"156",156,6,"game","100_30","None",21,30,"character(0)","2023-600.jpg","1","blicket","click",NA,NA,"blicket",1,"2023-600.jpg",15:35:27,2187,0,30,100,0,"Third",0,0
"157",157,6,"game","100_30","None",22,30,"character(0)","2005-600.jpg","4","kreeb","click",NA,NA,"kreeb",1,"2005-600.jpg",15:35:35,3072,1,30,100,0,"Third",0,0
"158",158,6,"game","100_30","None",23,30,"character(0)","2025-600.jpg","1","wug","click",NA,NA,"wug",1,"2025-600.jpg",15:35:49,10507,0,30,100,0,"Second",0,0
"159",159,6,"game","100_30","None",24,30,"c(""kiv"", ""2006-600.jpg"")","2006-600.jpg","4","kiv","label_click","kiv","kiv","kiv",1,"2006-600.jpg",15:35:56,5251,1,30,100,0,"Third",0,0
"160",160,6,"game","100_30","None",25,30,"c(""kiv"", ""2006-600.jpg"")","2002-600.jpg","2","gazzer","click",NA,NA,"gazzer",1,"2002-600.jpg",15:36:04,4082,1,30,100,0,"Second",0,0
"161",161,6,"game","100_30","None",26,30,"c(""kiv"", ""2006-600.jpg"")","2025-600.jpg","1","wug","click",NA,NA,"wug",1,"2025-600.jpg",15:36:11,2544,0,30,100,0,"Third",0,0
"162",162,6,"game","100_30","None",27,30,"c(""kiv"", ""2006-600.jpg"")","2002-600.jpg","2","gazzer","click",NA,NA,"gazzer",1,"2002-600.jpg",15:36:17,2263,1,30,100,0,"Third",0,0
"163",163,7,"game","100_30","None",1,30,"character(0)","2007-600.jpg","2","kiv","click",NA,NA,"kiv",1,"2007-600.jpg",16:06:18,56180,0,30,100,0,"First",0,0
